cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
PittsburgKS,"20,050",p1,,0,y,,,,,,,https://www.morningsun.net/news/20200609/pittsburg-rally-against-racism-and-police-brutality-draws-hundreds,,,,Pittsburg,Kansas,37.411,-94.705,✓,jugal,16,–,MW,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg, Kan.",1842
WinchesterTN,"8,982",p1,,0,y,,,,,,,https://www.heraldchronicle.com/news/local/police-brutality-protest-march-has-peaceful-positive-ending/article_373c1876-a85a-11ea-ae10-33fd83b7ab1a.html,,,,Winchester,Tennessee,35.186,-86.112,✓,jugal,16,–,S,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester, Tenn.",3305
Key LargoFL,,,,0,y,,,,,,,https://keysweekly.com/42/black-lives-matter-protest-called-largest-ever-in-key-largo/,,,,Key Largo,Florida,25.087,-80.447,✓,alex,16,–,S,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Key Largo, Fla.",
AbingdonVA,"7,867",p1,,0,y,,,,,,,https://www.heraldcourier.com/gallery/abingdon-peace-vigil/collection_7551b620-a814-11ea-9ae0-9b79d1bdb6ac.html,,,,Abingdon,Virginia,36.710,-81.975,✓,jugal,16,–,S,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Abingdon, Va.",3656
CovingtonVA,"5,538",p1,,0,y,,,,,,,https://thevirginianreview.com/Content/Free-Articles/Free-Articles/Article/Protest-Held-Friday-Night-in-Downtown-Covington/71/1478/50360,,,,Covington,Virginia,37.794,-79.996,✓,jugal,16,–,S,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington, Va.",4481
Bowling GreenVA,"1,175",p1,,0,y,,,,,,,https://www.fredericksburg.com/news/local/its-time-to-come-together-in-unity-and-love-pastors-hold-prayer-gathering-in-caroline/article_f1173f43-a290-5aa9-a00a-051da6b9aa8c.html,,,,Bowling Green,Virginia,38.052,-77.348,✓,jugal,16,–,S,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green, Va.",9674
PurcellvilleVA,"10,178",p1,,0,y,,,,,,,https://www.loudountimes.com/news/update-more-than-1-000-march-in-purcellville-in-support-of-black-lives-matter-movement/article_9bf26bb2-a909-11ea-b1a5-a78e44fee46f.html,,,,Purcellville,Virginia,39.137,-77.714,✓,jugal,16,–,S,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Purcellville, Va.",3050
KutztownPA,"5,080",p1,,0,y,,,,,,,https://www.readingeagle.com/news/local/kutztown-residents-stand-in-solidarity-to-end-racism/article_b5f36aa8-a8fe-11ea-92cb-1fd3368dbf33.html,,,,Kutztown,Pennsylvania,40.518,-75.777,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Kutztown, Pa.",4704
LehightonPA,"5,313",p1,,0,y,,,,,,,https://www.brctv13.com/news/local-news/26123-peaceful-protesters-in-lehighton-call-for-an-end-to-police-brutality,,,,Lehighton,Pennsylvania,40.834,-75.708,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehighton, Pa.",4586
SpringboroOH,"18,931",p1,,0,y,,,,,,,https://www.whio.com/news/crime-and-law/george-floyd-organizers-plan-protest-this-afternoon-springboro/QVQAFCYRHVG5FJEETGW6SPXK4E/,,,,Springboro,Ohio,39.557,-84.233,✓,jugal,16,–,MW,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Springboro, Ohio",1922
AshlandOH,"20,275",p1,,0,y,,,,,,,https://www.ashlandsource.com/news/around-50-join-in-ashland-protests-against-racism-police-brutality/article_fa142066-a745-11ea-a8e2-630e2eefb7ba.html,,,,Ashland,Ohio,40.869,-82.316,✓,jugal,16,–,MW,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland, Ohio",1820
CambridgeOH,"10,289",p1,,0,y,,,,,,,https://www.daily-jeff.com/news/20200608/community-leaders-speak-out-with-encouraging-words-at-protest,,,,Cambridge,Ohio,40.024,-81.590,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge, Ohio",3030
KnightdaleNC,"17,843",p1,,0,y,,,,,,,https://www.cbs17.com/news/local-news/wake-county-news/about-100-protest-and-march-in-knightdale-friday-night/,,,,Knightdale,North Carolina,35.790,-78.482,✓,jugal,16,–,S,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Knightdale, N.C.",2013
ManteoNC,"1,456",p1,,0,y,,,,,,,https://www.outerbanksvoice.com/2020/06/09/hundreds-gather-peacefully-at-manteo-demonstration/,,,,Manteo,North Carolina,35.910,-75.671,✓,jugal,16,–,S,15,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteo, N.C.",8825
Haw RiverNC,"2,535",p1,,0,n,,,,,,,https://www.newsbreak.com/north-carolina/haw-river/news/0PHFDWdB/haw-river-walk-signals-community-unity-healing,,,,Haw River,North Carolina,36.092,-79.364,✓,jugal,16,–,S,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Haw River, N.C.",6784
WallkillNY,,,,0,y,,,,,,,https://www.recordonline.com/news/20200607/black-lives-matter-protesters-march-down-route-211-in-town-of-wallkill,,,,Wallkill,New York,41.604,-74.181,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallkill, N.Y.",
Mt. VernonNY,,,,0,y,,,,,,,https://mountvernonnews.com/local-news/2020/06/02/monday-protest-draws-large-crowd/,,,,Mt. Vernon,New York,40.912,-73.838,✓,jugal,16,–,NE,7,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mt. Vernon, N.Y.",
GoshenNY,"5,370",p1,,0,y,,,,,,,https://spectrumlocalnews.com/nys/hudson-valley/public-safety/2020/06/05/goshen-black-lives-matter-protest,,,,Goshen,New York,41.407,-74.317,✓,jugal,16,–,NE,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Goshen, N.Y.",4556
BaldwinsvilleNY,"7,822",p1,,0,y,,,,,,,https://www.eaglenewsonline.com/news/new/government/2020/06/06/blacklivesmatter-bville-student-organizes-protest/,,,,Baldwinsville,New York,43.159,-76.333,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldwinsville, N.Y.",3671
CoxsackieNY,"2,670",p1,,0,y,,,,,,,https://www.hudsonvalley360.com/news/greenecounty/200-speak-in-a-single-voice/article_ad37116c-e613-54a1-b8bb-7e7b30388fea.html,,,,Coxsackie,New York,42.348,-73.800,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Coxsackie, N.Y.",6619
AmsterdamNY,"17,766",p1,,0,y,,,,,,,https://dailygazette.com/article/2020/06/07/black-lives-matter-protests-around-the-region-sunday-troy-saratoga-springs-niskayuna-amsterdam,,,,Amsterdam,New York,42.939,-74.189,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Amsterdam, N.Y.",2017
NiskayunaNY,,,,0,y,,,,,,,https://dailygazette.com/article/2020/06/07/black-lives-matter-protests-around-the-region-sunday-troy-saratoga-springs-niskayuna-amsterdam,,,,Niskayuna,New York,42.779,-73.846,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Niskayuna, N.Y.",
AltamontNY,"1,669",p1,,0,y,,,,,,,https://altamontenterprise.com/06062020/altamont-marches-support-black-lives-matter-kneels-george-floyd,,,,Altamont,New York,42.706,-74.033,✓,jugal,16,–,NE,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Altamont, N.Y.",8322
Tupper LakeNY,"3,443",p1,,0,y,,,,,,,https://www.adirondackdailyenterprise.com/news/local-news/2020/06/tupper-lake-blm-protest-attracts-honks-and-hecklers/,,,,Tupper Lake,New York,44.223,-74.465,✓,jugal,16,–,NE,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Tupper Lake, N.Y.",5814
DelmarNY,,,,0,y,,,,,,,https://www.timesunion.com/news/article/Rally-held-at-Delmar-s-Four-Corners-15325857.php,,,,Delmar,New York,42.623,-73.831,✓,jugal,16,–,NE,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Delmar, N.Y.",
BethelME,,,,1,y,,,,,,,https://www.sunjournal.com/2020/06/09/black-lives-matter-protest-in-bethel-draws-big-crowd-2/,,,,Bethel,Maine,44.406,-70.789,✓,jugal,16,–,NE,15,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel, Maine",
Clifton ParkNY,,,,0,y,,,,,,,https://cbs6albany.com/news/local/high-schoolers-organize-peaceful-protest-march-for-black-lives-in-clifton-park,,,,Clifton Park,New York,42.868,-73.773,✓,jugal,16,–,NE,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton Park, N.Y.",
DansvilleNY,"4,373",p1,,0,y,,,y,,,,https://www.thedailynewsonline.com/news/local/teens-gather-for-batavia-protest-as-city-officials-say-they-stand-in-solidarity-over-floyd/article_c1b1e438-9e61-5411-b5fd-97ed295c5113.html,,,,Dansville,New York,42.562,-77.697,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Dansville, N.Y.",5129
ElizabethNJ,"129,216",p3,,0,y,,,,,,,https://www.mycentraljersey.com/story/news/local/union-county/2020/06/07/hundreds-rally-elizabeth-am-going-next-george-floyd/3169947001/,,,,Elizabeth,New Jersey,40.664,-74.211,✓,jugal,16,–,NE,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth, N.J.",216
HightstownNJ,"5,304",p1,,0,y,,,,,,,https://midjersey.news/2020/06/02/black-lives-matter-protest-in-hightstown/,,,,Hightstown,New Jersey,40.270,-74.522,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Hightstown, N.J.",4591
Shelby TownshipMI,,,,1,y,,,,,,,https://www.macombdaily.com/news/local/protesters-gather-to-bring-attention-to-shelby-township-police-chiefs-comments-on-brutality/article_f22bbb2a-a75e-11ea-b32e-ab377667e0f1.html,,,,Shelby Township,Michigan,42.666,-83.034,✓,jugal,16,–,MW,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby Township, Mich.",
LambertvilleNJ,"3,801",p1,,0,y,,,,,,,https://www.newhopefreepress.com/2020/06/06/photos-lambertville-demonstrators-cross-bridge-to-new-hope-saturday-afternoon/,,,,Lambertville,New Jersey,40.367,-74.943,✓,jugal,16,–,NE,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lambertville, N.J.",5543
ClaremontNH,"12,932",p1,,0,y,,,,,,,https://www.youtube.com/watch?v=gR8IeATEUzY,,,,Claremont,New Hampshire,43.374,-72.337,✓,jugal,16,–,NE,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Claremont, N.H.",2562
RevereMA,"53,073",p2,,1,y,,,,,,,https://whdh.com/news/black-lives-matter-leads-protest-in-revere/,,,,Revere,Massachusetts,42.409,-71.002,✓,jugal,16,–,NE,15,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Revere, Mass.",735
BlaineMN,"65,607",p2,,0,y,,,,,,,https://www.hometownsource.com/abc_newspapers/community/blaine/protesters-demonstrate-in-blaine-after-the-killing-of-george-floyd/article_39fc5110-a545-11ea-8ad6-57b8e7490689.html,,,,Blaine,Minnesota,45.167,-93.209,✓,jugal,16,–,MW,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine, Minn.",572
Allen ParkMI,"26,940",p1,,0,y,,,,,,,https://www.thenewsherald.com/news/hundreds-of-protesters-bring-their-message-downriver-demand-justice/article_b1625d02-a6cc-11ea-bc67-b34eb4f35915.html,,,,Allen Park,Michigan,42.264,-83.221,✓,jugal,16,–,MW,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Park, Mich.",1418
East TawasMI,"2,723",p1,,0,y,,,,,,,https://www.wnem.com/protest-in-east-tawas/video_ecf9785c-31de-5dda-9da2-e8936a0d234e.html,,,,East Tawas,Michigan,44.279,-83.492,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"East Tawas, Mich.",6535
PontiacMI,"59,438",p2,,0,y,,,,,,,https://www.theoaklandpress.com/news/local/i-m-tired-pontiac-musicians-residents-sing-in-solidarity-as-civil-unrest-grows-nationwide/article_89f2ecc2-a1f0-11ea-bf52-3392d3124a73.html,,,,Pontiac,Michigan,42.637,-83.289,✓,jugal,16,–,MW,4,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontiac, Mich.",638
LapeerMI,"8,535",p1,,0,y,,,,,,,https://www.mlive.com/news/flint/2020/06/lapeer-community-holds-peaceful-assembly-against-police-brutality.html,,,,Lapeer,Michigan,43.053,-83.315,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapeer, Mich.",3424
Grosse Pointe WoodsMI,"15,332",p1,,0,y,,,,,,,https://www.freep.com/story/news/local/michigan/detroit/2020/06/02/grosse-pointe-woods-protest-black-lives-matter-george-floyd/3126436001/,,,,Grosse Pointe Woods,Michigan,42.432,-82.909,✓,jugal,16,–,MW,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Grosse Pointe Woods, Mich.",2265
Grand BlancMI,"7,870",p1,,0,y,,,,,,,https://www.abc12.com/content/news/Recent-high-school-graduates-organize-peaceful-George-Floyd-protest-in-Grand-Blanc-571066721.html,,,,Grand Blanc,Michigan,42.927,-83.630,✓,jugal,16,–,MW,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Blanc, Mich.",3654
BrightonMI,"7,656",p1,,0,y,,,,,,,https://www.whmi.com/news/article/peaceful-protests-held-brighton-howell-thursday,,,,Brighton,Michigan,42.531,-83.785,✓,jugal,16,–,MW,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Brighton, Mich.",3714
AdrianMI,"20,600",p1,,0,y,,,y,,,,https://www.lenconnect.com/news/20200531/adrian-protest-condemns-police-brutality,,,,Adrian,Michigan,41.897,-84.037,✓,jugal,16,–,MW,5,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Adrian, Mich.",1793
CharlevoixMI,"2,488",p1,,0,y,,,,,,,https://www.petoskeynews.com/charlevoix/featured-cvx/downtown-charlevoix-protest-draws-hundreds/article_b7f671e0-cc23-5735-8dbd-ed5b80b630ca.html,,,,Charlevoix,Michigan,45.316,-85.261,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlevoix, Mich.",6826
SouthbridgeMA,,,,0,y,,,,,,,https://www.telegram.com/news/20200609/southbridge-protesters-kneel-chant-in-tribute-to-george-floyd,,,,Southbridge,Massachusetts,42.075,-72.033,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Southbridge, Mass.",
West NewburyMA,,,,0,y,,,,,,,https://www.newburyportnews.com/news/local_news/more-than-100-rally-in-west-newbury-in-call-for-justice/article_5ec1db30-2cb1-5d85-9137-624040115d0f.html,,,,West Newbury,Massachusetts,42.799,-70.992,✓,jugal,16,–,NE,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"West Newbury, Mass.",
GardnerMA,"20,683",p1,,0,y,,,,,,,https://www.telegram.com/photogallery/WT/20200605/NEWS/605009993/PH/1,,,,Gardner,Massachusetts,42.575,-71.995,✓,jugal,16,–,NE,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Mass.",1789
Pocomoke CityMD,"4,088",p1,,0,y,,,,,,,http://www.wboc.com/story/42208250/protest-for-george-floyd-held-in-pocomoke,,,,Pocomoke City,Maryland,38.075,-75.569,✓,jugal,16,–,NE,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocomoke City, Md.",5336
CroftonMD,,,,0,y,,,,,,,https://www.capitalgazette.com/news/ac-cn-crofton-protest-20200603-2hum4ppexzftpkejqnokijl4v4-story.html,,,,Crofton,Maryland,39.010,-76.681,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Crofton, Md.",
LaurelMD,"25,631",p1,,0,y,,,,,,,https://www.baltimoresun.com/maryland/laurel/cng-ll-laurel-high-justice--20200607-qmrejoq6kfacrf43nplolbl4oe-story.html,,,,Laurel,Maryland,39.105,-76.866,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel, Md.",1485
College ParkMD,"32,163",p1,,0,y,,,,,,,https://www.washingtonblade.com/2020/06/04/lgbtq-public-officials-community-leaders-join-md-protests/,,,,College Park,Maryland,38.981,-76.937,✓,jugal,16,–,NE,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"College Park, Md.",1207
ChestertownMD,"5,051",p1,,0,y,,,,,,,https://www.myeasternshoremd.com/kent_county_news/multimedia/photos/vigil-for-george-floyd-held-in-wilmer-park/collection_fbe1dfd4-557b-5d44-b52d-0598a4b7e2e6.html#6,,,,Chestertown,Maryland,39.213,-76.066,✓,jugal,16,–,NE,6,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Chestertown, Md.",4718
OlneyMD,,,,0,n,,,,,,,https://www.newsbreak.com/maryland/olney/news/0PHCHRML/photos-good-counsel-students-organize-protest-in-olney-sunday,,,,Olney,Maryland,39.150,-77.069,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Olney, Md.",
OronoME,,,,0,y,,,,,,,https://www.wabi.tv/content/news/Rally-held-in-Orono--570910231.html,,,,Orono,Maine,44.883,-68.672,✓,jugal,16,–,NE,7,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Orono, Maine",
CamdenME,,,,0,y,,,,,,,https://knox.villagesoup.com/p/many-join-george-floyd-protest-on-camden-village-green/1860940,,,,Camden,Maine,44.209,-69.065,✓,jugal,16,–,NE,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden, Maine",
WinnsboroLA,"4,550",p1,,0,y,,,,,,,https://www.myarklamiss.com/news/winnsboro-peaceful-protest-violence-prohibited/,,,,Winnsboro,Louisiana,32.165,-91.717,✓,jugal,16,–,S,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnsboro, La.",5004
Denham SpringsLA,"9,753",p1,,0,y,,,,,,,https://www.wafb.com/2020/06/02/peaceful-protest-held-denham-springs-honor-life-george-floyd/,,,,Denham Springs,Louisiana,30.487,-90.956,✓,jugal,16,–,S,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Denham Springs, La.",3141
CovingtonLA,"10,564",p1,,0,y,,,,,,,https://www.nola.com/news/communities/st_tammany/article_d7cf3b3a-a506-11ea-972c-1ffc03fc5f1c.html,,,,Covington,Louisiana,30.480,-90.096,✓,jugal,16,–,S,7,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington, La.",2963
La PorteIN,"21,569",p1,,0,y,,,,,,,https://www.heraldargus.com/news/hundreds-attend-blm-protest-in-downtown-la-porte/image_708743f7-c607-544e-96b9-01dd0a8a3b0e.html,,,,La Porte,Indiana,41.609,-86.721,✓,jugal,16,–,MW,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"La Porte, Ind.",1730
MahometIL,"8,605",p1,,0,y,,,,,,,https://www.news-gazette.com/news/black-lives-matter-event-draws-crowd-in-mahomet/image_59a78768-e136-5fe8-ad9a-934c824fcb0f.html,,,,Mahomet,Illinois,40.192,-88.407,✓,jugal,16,–,MW,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahomet, Ill.",3403
BeardstownIL,"5,446",p1,,0,y,,,,,,,https://www.beardstownnewspapers.com/news/protesters-take-beardstown-streets,,,,Beardstown,Illinois,40.012,-90.432,✓,jugal,16,–,MW,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Beardstown, Ill.",4513
HiawasseeGA,911,p1,,0,y,,,,,,,https://towns.fetchyournews.com/2020/06/05/main-street-black-lives-matter/,,,,Hiawassee,Georgia,34.950,-83.758,✓,jugal,16,–,S,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Hiawassee, Ga.",10717
WestonFL,"71,166",p2,,0,y,,,,,,,https://wsvn.com/news/local/protesters-gather-in-weston-to-demonstrate-against-racism-police-brutality/,,,,Weston,Florida,26.084,-80.371,✓,jugal,16,–,S,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston, Fla.",509
AngletonTX,"19,431",p1,,0,y,,,,,,,https://thefacts.com/free_share/article_1a7f3afe-caf6-5b0b-891d-1b2d049cc5d9.html,,,,Angleton,Texas,29.164,-95.432,✓,jugal,16,–,S,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Angleton, Texas",1891
Palm BeachFL,"8,816",p1,,0,y,,,,,,,https://www.apalachtimes.com/news/20200604/florida-woman-80-was-sole-protestor-at-event,,,,Palm Beach,Florida,26.704,-80.037,✓,jugal,16,–,S,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Beach, Fla.",3342
MartinsvilleVA,"12,554",p1,,0,n,,,,,,,https://www.martinsvillebulletin.com/mva/watch-now-protesters-want-a-new-revolution/article_657f4597-5049-5a0b-886e-6f326c3437b1.html#1,,,,Martinsville,Virginia,36.690,-79.869,✓,jugal,16,–,S,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville, Va.",2618
Ft. StocktonTX,,,,0,y,,,,,,,https://www.cbs7.com/video?vid=570976832,,,,Ft. Stockton,Texas,30.894,-102.885,✓,jugal,16,–,S,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ft. Stockton, Texas",
BristolPA,"9,576",p1,,0,y,,,,,,,https://www.buckscountycouriertimes.com/photogallery/PA/20200606/PHOTOGALLERY/606009998/PH/1,,,,Bristol,Pennsylvania,40.098,-74.857,✓,jugal,16,–,NE,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol, Pa.",3177
SidneyOH,"20,449",p1,,0,y,,,,,,,https://www.sidneydailynews.com/news/178741/protesters-keep-it-peaceful,,,,Sidney,Ohio,40.287,-84.154,✓,jugal,16,–,MW,6,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Sidney, Ohio",1805
LaurinburgNC,"15,002",p1,,0,y,,,,,,,https://wpde.com/news/local/small-crowd-protests-in-laurinburg,,,,Laurinburg,North Carolina,34.776,-79.461,✓,jugal,16,–,S,6,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurinburg, N.C.",2295
DemingNM,"13,880",p1,,0,y,,,,,,,https://www.demingheadlight.com/story/news/2020/06/01/deming-citizens-conduct-peaceful-protest-memory-george-floyd/5310990002/,,,,Deming,New Mexico,32.270,-107.759,✓,jugal,16,–,W,7,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Deming, N.M.",2425
BakerNV,,,,0,n,,,,,,,https://desertsurvivor.blogspot.com/2020/06/peaceful-protest-in-baker-nevada.html,,,,Baker,Nevada,39.012,-114.123,✓,jugal,16,–,W,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker, Nev.",
EmporiaKS,"24,598",p1,,0,y,,,,,,,https://www.ksnt.com/news/local-news/hundreds-gather-in-emporia-for-peaceful-protest/,,,,Emporia,Kansas,38.412,-96.182,✓,jugal,16,–,MW,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Emporia, Kan.",1550
GoldenCO,"20,767",p1,,0,y,,,,,,,"https://goldentranscript.net/stories/hundreds-march-in-golden-for-black-lives,304488?",,,,Golden,Colorado,39.757,-105.226,✓,jugal,16,–,W,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden, Colo.",1781
LongmontCO,"97,261",p2,,0,y,,,,,,,https://www.timescall.com/2020/06/06/protests-continue-saturday-in-longmont-in-solidarity-with-national-racial-justice-rallies/,,,,Longmont,Colorado,40.165,-105.093,✓,jugal,16,–,W,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont, Colo.",326
BisbeeAZ,"5,225",p1,,0,y,,,,,,,https://havanatimes.org/features/a-small-town-in-arizona-says-black-lives-matter/,,,,Bisbee,Arizona,31.442,-109.915,✓,jugal,16,–,W,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bisbee, Ariz.",4630
